,ticker,date,open,high,low,close,volume,dividend,split,adj_close,sma,rsi,slowd,slowk,roc,willr,std,next_close,direction
0,AXP,2010-07-09,42.1100,42.6100,41.9300,42.5800,8292400,0.0000,1.0000,36.6896,41.1643,57.5026,73.5914,98.3764,1.3086,-11.8644,1.9126000000000012,42.8300,1
1,AXP,2010-07-12,42.4000,42.9600,42.2500,42.8300,6981200,0.0000,1.0000,36.9050,41.1807,58.4851,90.1003,98.1828,0.5399,-2.8634,1.9421999999999997,44.1700,1
2,AXP,2010-07-13,43.2700,44.4300,43.2600,44.1700,8623100,0.0000,1.0000,38.0597,41.3400,63.3729,97.8907,97.1128,5.3171,-4.3261,2.2490999999999985,43.7000,-1
3,AXP,2010-07-14,43.9500,44.1700,43.2700,43.7000,7158100,0.0000,1.0000,37.6547,41.4493,60.6746,94.8698,89.3138,3.6282,-12.1464,2.411649999999998,43.4300,-1
4,AXP,2010-07-15,43.9700,44.0000,42.3400,43.4300,9838400,0.0000,1.0000,37.4220,41.6186,59.1173,87.8113,77.0073,5.7720,-16.6389,2.521449999999998,41.3800,-1
5,AXP,2010-07-16,43.1000,43.1700,41.2500,41.3800,14179100,0.0000,1.0000,35.6556,41.5264,48.8630,70.9866,46.6386,-3.0232,-50.7488,2.483999999999998,41.5800,1
6,AXP,2010-07-19,41.5000,41.8400,40.4600,41.5800,7378200,0.0000,1.0000,35.8280,41.4886,49.7783,51.4708,30.7665,-1.2586,-47.4210,2.4723500000000023,42.0600,1
7,AXP,2010-07-20,40.8700,42.2100,40.7600,42.0600,7589600,0.0000,1.0000,36.2416,41.6293,51.9988,34.1824,25.1421,4.9139,-39.4343,2.409600000000001,41.1500,-1
8,AXP,2010-07-21,42.3100,42.6500,41.0000,41.1500,9540600,0.0000,1.0000,35.4574,41.7329,47.6935,28.7284,30.2766,3.6524,-54.5757,2.2849000000000004,43.1900,1
9,AXP,2010-07-22,41.8700,43.4900,41.7600,43.1900,10875300,0.0000,1.0000,37.2152,41.9979,56.4072,35.4415,50.9057,9.3972,-21.7926,2.1419999999999995,44.7900,1
