,ticker,date,open,high,low,close,volume,dividend,split,adj_close,sma,rsi,slowd,slowk,roc,willr,std,next_close,direction
0,JPM,2010-07-09,37.7500,38.8900,37.6800,38.8500,30422300,0.0000,1.0000,29.8448,37.7979,53.2214,72.6764,92.6395,-0.8423,-20.1299,1.7113000000000014,39.1900,1
1,JPM,2010-07-12,38.8600,39.3400,38.6000,39.1900,24998900,0.0000,1.0000,30.1060,37.8207,54.8186,86.2266,92.1767,0.8233,-10.0446,1.7475999999999985,40.4800,1
2,JPM,2010-07-13,39.8100,40.6900,39.7400,40.4800,48564800,0.0000,1.0000,31.0970,37.9743,60.3499,93.7894,96.5521,5.6092,-3.7975,2.0238499999999995,40.3500,-1
3,JPM,2010-07-14,40.1500,40.3800,39.8400,40.3500,37320600,0.0000,1.0000,30.9971,38.0786,59.5586,94.1517,93.7262,3.7542,-6.1483,2.200849999999999,40.4600,1
4,JPM,2010-07-15,40.7200,40.8400,39.3100,40.4600,81876200,0.0000,1.0000,31.0816,38.2521,60.0361,93.8110,91.1545,6.3897,-6.6901,2.384800000000002,39.0000,-1
5,JPM,2010-07-16,40.2800,40.3500,38.8600,39.0000,58507400,0.0000,1.0000,29.9600,38.2207,51.3668,83.4299,65.4091,-1.1156,-32.3944,2.3553999999999995,39.0400,1
6,JPM,2010-07-19,39.0300,39.3600,38.1200,39.0400,35404900,0.0000,1.0000,29.9907,38.2564,51.5732,67.7051,46.5518,1.2974,-31.6901,2.37415,39.6300,1
7,JPM,2010-07-20,38.3200,39.6400,38.2800,39.6300,43538200,0.0000,1.0000,30.4440,38.4400,54.6306,49.2309,35.7318,6.9347,-21.3028,2.3735999999999997,38.4200,-1
8,JPM,2010-07-21,40.2500,40.2500,38.3400,38.4200,41115600,0.0000,1.0000,29.5145,38.5693,47.9451,38.5798,33.4559,4.9440,-42.6056,2.2490500000000004,39.3500,1
9,JPM,2010-07-22,38.9600,39.6000,38.7300,39.3500,35494400,0.0000,1.0000,30.2289,38.8029,52.7329,36.5849,40.5670,9.0632,-27.0904,2.0093499999999977,39.8300,1
10,JPM,2010-07-23,39.1700,39.9600,38.9700,39.8300,28241000,0.0000,1.0000,30.5976,39.0886,55.0318,40.9485,48.8227,11.1638,-20.2811,1.6133500000000005,40.3300,1
11,JPM,2010-07-26,39.8000,40.3600,39.5000,40.3300,27209400,0.0000,1.0000,30.9817,39.3743,57.3584,55.7962,77.9988,11.0102,-11.5124,1.2017000000000024,40.6900,1
12,JPM,2010-07-27,40.7400,41.2400,40.6100,40.6900,44872200,0.0000,1.0000,31.2583,39.5557,59.0030,71.1487,86.6246,6.6579,-13.4474,1.1862999999999992,40.3200,-1
13,JPM,2010-07-28,40.4400,40.9000,40.1500,40.3200,23945400,0.0000,1.0000,30.9740,39.7100,56.5873,81.8677,80.9796,5.6604,-25.8427,1.0651499999999992,40.2100,-1
14,JPM,2010-07-29,40.7100,40.8300,39.9100,40.2100,28994300,0.0000,1.0000,30.8895,39.8071,55.8552,77.9799,66.3355,3.5006,-33.0128,1.0172000000000025,40.2800,1
15,JPM,2010-07-30,39.7200,40.6900,39.7200,40.2800,26406500,0.0000,1.0000,30.9433,39.8850,56.2432,67.1939,54.2666,2.7813,-30.7692,0.9978499999999997,41.6400,1
16,JPM,2010-08-02,40.9800,41.7000,40.7300,41.6400,35566700,0.0000,1.0000,31.9881,39.9679,63.0400,62.0255,65.4743,2.8656,-1.6760,1.1909500000000008,41.0800,-1
17,JPM,2010-08-03,41.5000,41.6500,40.8700,41.0800,29967900,0.0000,1.0000,31.5579,40.0200,58.9776,63.3007,70.1614,1.8092,-17.3184,1.259999999999998,41.2900,1
18,JPM,2010-08-04,41.2200,41.4050,40.8600,41.2900,23078100,0.0000,1.0000,31.7192,40.0793,60.0181,72.4285,81.6498,2.0514,-11.4525,1.3445,41.2700,-1
19,JPM,2010-08-05,40.9700,41.4300,40.9400,41.2700,19830500,0.0000,1.0000,31.7038,40.2414,59.8624,75.7440,75.4209,5.8205,-12.0112,1.33765,40.4400,-1
20,JPM,2010-08-06,40.7400,40.9500,39.9700,40.4400,34906600,0.0000,1.0000,31.0662,40.3414,53.6419,72.8839,61.5811,3.5861,-36.8421,1.2414500000000004,39.8200,-1
21,JPM,2010-08-09,40.5500,40.5582,39.6600,39.8200,37790900,0.0000,1.0000,30.5899,40.3550,49.5037,58.2774,37.8302,0.4794,-55.9524,1.2260000000000026,39.1700,-1
22,JPM,2010-08-10,39.6700,39.7300,39.1600,39.1700,34166500,0.0000,1.0000,30.0906,40.4086,45.5375,37.0980,11.8828,1.9521,-85.1852,1.0585500000000003,37.7700,-1
23,JPM,2010-08-11,38.6500,38.7800,37.7500,37.7700,46201600,0.0000,1.0000,29.0151,40.2957,38.4010,17.5737,3.0081,-4.0152,-99.4937,1.4250500000000024,37.8100,1
24,JPM,2010-08-12,37.3600,37.9910,37.2200,37.8100,35387300,0.0000,1.0000,29.0458,40.1514,38.6966,6.8305,5.6006,-5.0716,-86.8304,1.7152499999999975,37.5000,-1
25,JPM,2010-08-13,37.8000,38.0400,37.5000,37.5000,24564100,0.0000,1.0000,28.8077,39.9493,37.2064,5.6194,8.2496,-7.0171,-93.7500,1.9937000000000005,37.6900,1
26,JPM,2010-08-16,37.3200,37.8200,37.2800,37.6900,28334100,0.0000,1.0000,28.9537,39.7350,38.7630,9.3868,14.3102,-7.3728,-89.5089,2.1456000000000017,37.4800,-1
27,JPM,2010-08-17,37.9700,38.0700,37.4000,37.4800,33883800,0.0000,1.0000,28.7923,39.5321,37.6520,12.3843,14.5932,-7.0437,-94.1964,2.2963999999999984,37.8900,1
28,JPM,2010-08-18,37.3900,38.1900,37.3900,37.8900,27041700,0.0000,1.0000,29.1073,39.3664,41.1955,21.2416,34.8213,-5.7697,-85.0446,2.3603000000000023,37.0700,-1
29,JPM,2010-08-19,37.6600,37.9700,37.0000,37.0700,35384700,0.0000,1.0000,28.4774,39.1371,36.7027,26.6516,30.5404,-7.9692,-98.5106,2.4832,37.1400,1
30,JPM,2010-08-20,37.1100,37.3600,36.8100,37.1400,30862000,0.0000,1.0000,28.5311,38.8157,37.3310,32.7725,32.9559,-10.8069,-93.1818,2.3596499999999985,36.8800,-1
31,JPM,2010-08-23,37.2100,37.4100,36.8400,36.8800,29282800,0.0000,1.0000,28.3314,38.5157,35.9053,25.0396,11.6226,-10.2240,-98.4848,2.267949999999999,36.2100,-1
32,JPM,2010-08-24,36.5900,36.6950,35.9200,36.2100,48709200,0.0000,1.0000,27.8167,38.1529,32.4646,19.4996,13.9203,-12.3032,-94.7368,2.1129999999999995,36.2300,1
33,JPM,2010-08-25,35.9500,36.4400,35.6700,36.2300,36058000,0.0000,1.0000,27.8321,37.7929,32.6720,13.2027,14.0652,-12.2123,-89.3939,1.790499999999998,35.6300,-1
34,JPM,2010-08-26,36.3600,36.6200,35.6200,35.6300,31873200,0.0000,1.0000,27.3712,37.4493,29.7229,13.5154,12.5606,-11.8942,-99.7975,1.6018499999999989,36.6000,1
