,ticker,date,open,high,low,close,volume,dividend,split,adj_close,sma,rsi,slowd,slowk,roc,willr,std,mom,adx,obv,atr,cci,macd,trix,next_close,direction
307,SPY,2011-09-26,114.6100,116.4000,112.9800,116.2400,260314367,0.0000,1.0000,97.3935,117.9807,45.1415,22.6901,27.2529,-0.6411,-53.7886,4.005850000000002,-0.7500,22.7752,2076713078.0000,3.1506,-77.5667,-1.2672,-0.0972,117.5400,1
308,SPY,2011-09-27,118.5300,119.5600,116.8400,117.5400,311231680,0.0000,1.0000,98.4827,117.7843,47.9226,28.3324,44.7541,-2.2861,-41.6277,3.8902500000000018,-2.7500,21.7280,2387944758.0000,3.1627,7.3475,-1.1496,-0.1022,115.1400,-1
309,SPY,2011-09-28,117.7800,118.4900,114.9700,115.1400,286147551,0.0000,1.0000,96.4719,117.5057,43.5346,41.7576,53.2658,-3.2762,-64.0786,3.9786999999999964,-3.9000,21.2013,2101797207.0000,3.1882,-40.1472,-1.2358,-0.1088,116.0500,1
310,SPY,2011-09-29,117.0500,117.6300,113.9300,116.0500,297687450,0.0000,1.0000,97.2343,117.5150,45.5697,51.2326,55.6781,0.1121,-55.5659,3.970649999999999,0.1300,20.9514,2399484657.0000,3.2248,-47.0243,-1.2167,-0.1140,113.1500,-1
311,SPY,2011-09-30,114.4500,115.4500,113.0700,113.1500,288287488,0.0000,1.0000,94.8045,117.2636,40.5536,47.7058,34.1737,-3.0171,-82.6941,4.309400000000004,-3.5200,20.9170,2111197169.0000,3.2073,-95.8644,-1.4191,-0.1236,109.9300,-1
312,SPY,2011-10-03,112.4900,113.9500,109.8100,109.9300,364341597,0.0000,1.0000,92.1066,116.7057,35.8367,36.3131,19.0875,-6.6333,-99.0148,5.145700000000005,-7.8100,21.5710,1746855572.0000,3.2739,-134.1506,-1.8185,-0.1418,112.3400,1
313,SPY,2011-10-04,108.3500,112.5800,107.4300,112.3400,458235197,0.0000,1.0000,94.1258,116.2036,41.3365,23.1102,16.0695,-5.8893,-66.2775,5.2757000000000005,-7.0300,22.6114,2205090769.0000,3.4079,-122.1357,-1.9184,-0.1596,114.4200,1
314,SPY,2011-10-05,112.6200,114.7200,111.5800,114.4200,283515241,0.0000,1.0000,95.8686,115.7029,45.6652,24.4028,38.0515,-5.7729,-51.9918,4.836300000000001,-7.0100,22.8243,2488606010.0000,3.3888,-52.0433,-1.8089,-0.1717,116.4900,1
315,SPY,2011-10-06,114.3600,116.6600,113.5100,116.4900,257354587,0.0000,1.0000,97.6030,115.3436,49.6473,41.4939,70.3606,-4.1392,-37.7747,4.214350000000003,-5.0300,22.3913,2745960597.0000,3.3717,5.6335,-1.5373,-0.1750,115.7100,-1
316,SPY,2011-10-07,117.1700,117.2500,115.0600,115.7100,312140434,0.0000,1.0000,96.9495,115.0150,48.2134,64.0268,83.6684,-3.8235,-43.1319,3.6844499999999982,-4.6000,21.8016,2433820163.0000,3.2873,29.4436,-1.3693,-0.1736,119.5800,1
317,SPY,2011-10-10,117.6800,119.6300,117.6700,119.5800,230112993,0.0000,1.0000,100.1920,114.9729,55.1366,82.6837,94.0220,-0.4910,-7.7449,3.556600000000003,-0.5900,20.5280,2663933156.0000,3.3325,132.6508,-0.9133,-0.1610,119.7000,1
318,SPY,2011-10-11,118.8700,120.0400,118.7500,119.7000,208801747,0.0000,1.0000,100.2925,115.1921,55.3360,90.3289,93.2963,2.6323,-2.6963,3.9612499999999997,3.0700,19.2246,2872734903.0000,3.1866,139.7692,-0.5361,-0.1410,120.7500,1
319,SPY,2011-10-12,120.6000,122.1400,120.3300,120.7500,281302289,0.0000,1.0000,101.1723,115.7557,57.1314,93.4911,93.1549,6.9910,-9.4494,4.366599999999998,7.8900,18.2896,3154037192.0000,3.1333,157.7148,-0.1506,-0.1147,120.5100,-1
320,SPY,2011-10-13,120.0400,120.8700,119.1200,120.5100,211963751,0.0000,1.0000,100.9712,116.2536,56.5716,90.6895,85.6173,6.1388,-11.0809,4.620950000000001,6.9700,17.0532,2942073441.0000,3.0345,110.3226,0.1339,-0.0857,122.5700,1
321,SPY,2011-10-14,121.9100,122.6000,121.2300,122.5700,211138668,0.0000,1.0000,102.6972,116.7057,60.1781,88.5088,86.7541,5.4456,-0.1978,5.225450000000002,6.3300,16.3973,3153212109.0000,2.9670,128.3233,0.5196,-0.0520,120.2300,-1
322,SPY,2011-10-17,121.9900,122.5500,119.9300,120.2300,201641246,0.0000,1.0000,100.7366,116.8979,54.6285,81.3250,71.6035,2.2886,-15.6229,5.394999999999996,2.6900,15.3774,2951570863.0000,2.9437,87.4256,0.6293,-0.0215,122.5800,1
323,SPY,2011-10-18,120.1400,123.5000,119.2000,122.5800,318129364,0.0000,1.0000,102.7056,117.4293,58.7433,76.8779,72.2762,6.4617,-5.7250,5.758749999999999,7.4400,14.7120,3269700227.0000,3.0405,88.5962,0.8955,0.0103,121.1300,-1
324,SPY,2011-10-19,122.3800,123.0800,120.7100,121.1300,226406028,0.0000,1.0000,101.4907,117.7921,55.4045,66.1074,54.4425,4.3774,-14.7480,5.896000000000001,5.0800,14.0940,3043294199.0000,2.9926,74.7054,0.9781,0.0383,121.6600,1
325,SPY,2011-10-20,121.4300,122.1000,119.8200,121.6600,261835661,0.0000,1.0000,101.9348,118.4000,56.3804,62.4723,60.6984,7.5210,-11.4499,5.733400000000003,8.5100,13.2027,3305129860.0000,2.9417,59.3081,1.0740,0.0635,123.9700,1
326,SPY,2011-10-21,123.0900,124.1200,122.7200,123.9700,278550463,0.0000,1.0000,103.8702,119.4029,60.4435,60.6082,66.6836,12.7718,-0.8987,4.905650000000001,14.0400,13.0281,3583680323.0000,2.9073,103.7907,1.3212,0.0902,125.4900,1
327,SPY,2011-10-24,124.1700,125.8000,124.0600,125.4900,202222735,0.0000,1.0000,105.1438,120.3421,62.8929,70.1788,83.1545,11.7055,-2.1800,4.474200000000003,13.1500,13.3558,3785903058.0000,2.8304,139.5273,1.6211,0.1192,123.0500,-1
328,SPY,2011-10-25,124.8900,124.9500,122.7800,123.0500,263858308,0.0000,1.0000,103.0994,120.9586,56.8115,77.3091,82.0892,7.5424,-22.3759,3.8347499999999926,8.6300,13.1618,3522044750.0000,2.8218,94.3466,1.6429,0.1433,124.3000,1
329,SPY,2011-10-26,124.3500,124.7700,122.2100,124.3000,288582522,0.0000,1.0000,104.1467,121.5164,58.9988,79.9960,74.7443,6.7044,-13.9665,3.5482999999999976,7.8100,12.7631,3810627272.0000,2.8031,93.0645,1.7409,0.1649,128.6300,1
330,SPY,2011-10-27,127.6300,129.4200,126.6100,128.6300,393288897,0.0000,1.0000,107.7747,122.4393,65.5141,76.4970,72.6576,11.1658,-6.7234,3.658999999999992,12.9200,13.6833,4203916169.0000,2.9686,213.9922,2.1434,0.1923,128.6000,-1
331,SPY,2011-10-28,128.0000,128.8500,127.8000,128.6000,225439234,0.0000,1.0000,107.7495,123.0836,65.4365,77.1991,84.1954,7.5431,-7.6851,4.152099999999997,9.0200,14.5378,3978476935.0000,2.8315,169.3767,2.4318,0.2215,125.5000,-1
332,SPY,2011-10-31,127.1600,128.6200,125.3200,125.5000,227488415,0.0000,1.0000,105.1522,123.4979,57.8171,77.0956,74.4337,4.8454,-38.0583,3.9940499999999943,5.8000,14.3632,3750988520.0000,2.8650,93.7995,2.3828,0.2435,122.0000,-1
333,SPY,2011-11-01,122.0300,123.5100,121.5200,122.0000,414920750,0.0000,1.0000,102.2196,123.5871,50.6466,68.4690,46.7780,1.0352,-72.0388,3.883499999999991,1.2500,13.6833,3336067770.0000,2.9446,-37.9193,2.0381,0.2522,123.9900,1
334,SPY,2011-11-02,123.8300,124.4000,122.7900,123.9900,244533108,0.0000,1.0000,103.8870,123.8357,54.1299,49.6231,27.6576,2.8877,-53.1311,3.6670000000000016,3.4800,12.7770,3580600878.0000,2.9057,-1.8205,1.9035,0.2553,126.2500,1
335,SPY,2011-11-03,125.2700,126.5000,123.6000,126.2500,286049726,0.0000,1.0000,105.7806,124.0986,57.7748,36.1309,33.9570,3.0024,-31.0176,3.7377499999999912,3.6800,12.4088,3866650604.0000,2.9053,49.2139,1.9566,0.2583,125.4800,-1
336,SPY,2011-11-04,125.2300,125.7000,124.0100,125.4800,248867478,0.0000,1.0000,105.1354,124.4736,56.1380,37.3793,50.5233,4.3666,-38.5519,3.3993499999999983,5.2500,12.0669,3617783126.0000,2.8578,27.2357,1.9146,0.2591,126.2600,1
337,SPY,2011-11-07,125.3900,126.3900,124.2000,126.2600,196176091,0.0000,1.0000,105.7889,124.7364,57.4530,52.1028,71.8282,3.0021,-32.9167,3.367049999999992,3.6800,11.9572,3813959217.0000,2.8101,39.2056,1.9220,0.2592,127.8800,1
338,SPY,2011-11-08,126.9200,128.0200,125.7100,127.8800,224083163,0.0000,1.0000,107.1463,125.2186,60.1266,68.3703,82.7595,5.5725,-16.0417,3.211199999999998,6.7500,12.3294,4038042380.0000,2.7744,88.5766,2.0352,0.2615,123.1600,-1
339,SPY,2011-11-09,124.8900,125.8000,122.8600,123.1600,336963772,0.0000,1.0000,103.1916,125.3257,50.2239,73.5646,66.1059,1.2329,-79.2405,2.988599999999998,1.5000,11.6494,3701078608.0000,2.9348,-56.2192,1.7241,0.2551,124.3200,1
340,SPY,2011-11-10,124.7900,124.9400,123.0200,124.3200,231317470,0.0000,1.0000,104.1635,125.3507,52.3030,64.2253,43.8106,0.2823,-64.5570,2.9661000000000044,0.3500,11.0179,3932396078.0000,2.8623,-51.9167,1.5533,0.2451,126.6600,1
341,SPY,2011-11-11,125.8300,126.9900,125.7900,126.6600,189673478,0.0000,1.0000,106.1241,125.4343,56.2710,48.6113,35.9173,0.9323,-34.9367,3.0090000000000074,1.1700,11.0755,4122069556.0000,2.8486,51.0098,1.5884,0.2372,125.4600,-1
342,SPY,2011-11-14,126.1900,127.4500,124.9200,125.4600,158964273,0.0000,1.0000,105.1186,125.6064,53.7992,43.5010,50.7752,1.9586,-50.1266,2.8415000000000035,2.4100,10.8041,3963105283.0000,2.8258,21.5847,1.5021,0.2282,126.0800,1
343,SPY,2011-11-15,125.1700,126.7500,124.7200,126.0800,184179838,0.0000,1.0000,105.6381,125.7336,54.9015,50.4734,64.7278,1.4320,-42.2785,2.792749999999998,1.7800,10.4757,4147285121.0000,2.7690,11.1595,1.4668,0.2195,124.0800,-1
344,SPY,2011-11-16,124.8100,126.3400,123.9000,124.0800,234773689,0.0000,1.0000,103.9624,125.4086,50.6995,54.5530,48.1560,-3.5373,-65.0750,2.5793000000000035,-4.5500,9.8510,3912511432.0000,2.7455,-34.0809,1.2629,0.2071,122.1100,-1
345,SPY,2011-11-17,123.8500,124.1600,121.2300,122.1100,330058092,0.0000,1.0000,102.3118,124.9450,46.8924,49.6533,36.0761,-5.0467,-88.0920,2.506200000000007,-6.4900,9.9596,3582453340.0000,2.7586,-136.8679,0.9316,0.1885,121.9800,-1
346,SPY,2011-11-18,122.5000,122.7500,121.4700,121.9800,215045815,0.0000,1.0000,102.2029,124.6936,46.6435,33.6477,16.7112,-2.8048,-88.9543,2.7390000000000043,-3.5200,10.0604,3367407525.0000,2.6530,-130.7357,0.6511,0.1662,119.6600,-1
347,SPY,2011-11-21,120.2000,120.3500,118.6500,119.6600,228483956,0.0000,1.0000,100.2590,124.5264,42.3256,21.8930,12.8916,-1.9180,-89.2209,3.216450000000009,-2.3400,11.0166,3138923569.0000,2.7014,-211.4050,0.2388,0.1377,119.1900,-1
348,SPY,2011-11-22,119.4000,120.1000,118.5200,119.1900,215981643,0.0000,1.0000,99.8652,124.1836,41.4877,13.5448,11.0316,-3.8713,-92.9474,3.8224499999999964,-4.8000,11.9412,2922941926.0000,2.6213,-169.8521,-0.1245,0.1054,116.5600,-1
349,SPY,2011-11-23,118.0700,119.1900,116.5600,116.5600,223964369,0.0000,1.0000,97.6616,123.4914,37.0658,10.3118,7.0123,-7.6752,-100.0000,4.710400000000007,-9.6900,13.3341,2698977557.0000,2.6219,-168.4346,-0.6174,0.0668,116.3400,-1
350,SPY,2011-11-25,116.3800,117.7000,116.2000,116.3400,99556980,0.0000,1.0000,97.4773,122.8386,36.7133,7.2041,3.5684,-7.2840,-98.8156,5.367749999999994,-9.1400,14.7209,2599420577.0000,2.5418,-143.5906,-1.0142,0.0255,119.7100,1
351,SPY,2011-11-28,119.5400,120.1800,118.8200,119.7100,209775055,0.0000,1.0000,100.3009,122.3707,45.2956,13.1620,28.9052,-5.1877,-70.3046,5.292649999999995,-6.5500,14.8326,2809195632.0000,2.6345,-67.1636,-1.0446,-0.0092,120.0500,1
352,SPY,2011-11-29,120.0500,121.0000,119.6100,120.0500,198727310,0.0000,1.0000,100.5858,121.8114,46.0899,29.3717,55.6414,-6.1229,-65.7778,4.82654999999999,-7.8300,14.5850,3007922942.0000,2.5456,-43.5946,-1.0294,-0.0372,124.9900,1
353,SPY,2011-11-30,123.4900,125.2200,120.0000,124.9900,322365596,0.0000,1.0000,104.7248,121.9421,56.0706,57.3196,87.4123,1.4859,-21.8667,4.9587,1.8300,14.2419,3330288538.0000,2.7366,34.3364,-0.6117,-0.0500,124.9700,-1
354,SPY,2011-12-01,124.8500,125.6400,124.4300,124.9700,176496621,0.0000,1.0000,104.7081,121.9886,56.0254,77.7469,90.1870,0.5228,-22.0444,5.014800000000001,0.6500,14.0519,3153791917.0000,2.6276,70.4926,-0.2791,-0.0521,124.8600,-1
355,SPY,2011-12-02,126.1200,126.5000,124.7800,124.8600,220768750,0.0000,1.0000,104.6159,121.8600,55.7590,89.0885,89.6662,-1.4211,-23.0222,4.7884500000000045,-1.8000,14.1415,2933023167.0000,2.5628,83.1200,-0.0241,-0.0473,126.2200,1
356,SPY,2011-12-05,126.8400,127.1800,125.4400,126.2200,224770475,0.0000,1.0000,105.7554,121.9143,58.3930,88.7140,86.2889,0.6058,-8.7432,4.888249999999999,0.7600,14.4342,3157793642.0000,2.5454,103.7531,0.2844,-0.0354,126.2600,1
357,SPY,2011-12-06,126.2100,127.1100,125.7600,126.2600,178219945,0.0000,1.0000,105.7889,121.9271,58.4713,86.7796,84.3836,0.1428,-8.3789,4.913350000000008,0.1800,14.7061,3336013587.0000,2.4600,103.9658,0.5261,-0.0193,126.7300,1
358,SPY,2011-12-07,125.8400,127.2600,124.9700,126.7300,236861816,0.0000,1.0000,106.1827,122.1164,59.4374,85.3105,85.2590,2.1357,-4.7920,5.198350000000005,2.6500,14.5819,3572875403.0000,2.4479,96.2523,0.7470,-0.0004,123.9500,-1
359,SPY,2011-12-08,125.9000,126.1800,123.6500,123.9500,240131025,0.0000,1.0000,103.8535,122.2479,51.7665,76.1885,58.9230,1.5068,-29.9277,5.246299999999998,1.8400,13.8674,3332744378.0000,2.4930,50.3124,0.6898,0.0142,126.0500,1
360,SPY,2011-12-09,124.5100,126.3700,124.4000,126.0500,208829481,0.0000,1.0000,105.6130,122.5386,56.3493,65.4012,52.0214,3.3366,-10.9403,5.444749999999999,4.0700,13.2814,3541573859.0000,2.4878,63.2002,0.8046,0.0291,124.2100,-1
361,SPY,2011-12-12,124.9500,124.9700,123.1600,124.2100,214953180,0.0000,1.0000,104.0713,122.8636,51.7130,48.1373,33.4673,3.8024,-27.5769,5.340899999999998,4.5500,12.4872,3326620679.0000,2.5166,27.1841,0.7386,0.0400,123.0500,-1
362,SPY,2011-12-13,124.8600,125.5700,122.4500,123.0500,244217330,0.0000,1.0000,103.0994,123.1393,48.9771,40.1147,34.8553,3.2385,-38.0651,5.117699999999992,3.8600,12.0549,3082403349.0000,2.5597,12.2437,0.5859,0.0454,121.7400,-1
363,SPY,2011-12-14,122.5600,123.0300,121.4700,121.7400,237725027,0.0000,1.0000,102.0018,123.5093,46.0163,27.6180,14.5313,4.4441,-49.9096,4.386400000000009,5.1800,12.0610,2844678322.0000,2.4897,-43.2623,0.3552,0.0443,122.1800,1
364,SPY,2011-12-15,123.0300,123.2000,121.9900,122.1800,198553939,0.0000,1.0000,102.3704,123.9264,47.1715,20.0704,10.8247,5.0198,-60.1896,3.297399999999996,5.8400,11.9764,3043232261.0000,2.4161,-56.6046,0.2054,0.0398,121.5900,-1
365,SPY,2011-12-16,122.2300,122.9500,121.3000,121.5900,219592687,0.7701,1.0000,102.5214,124.0607,45.7575,11.4288,8.9305,1.5705,-74.1176,2.9752500000000026,1.8800,12.1966,2823639574.0000,2.3614,-92.9683,0.0387,0.0321,120.2900,-1
366,SPY,2011-12-19,122.0600,122.3200,120.0300,120.2900,182949189,0.0000,1.0000,101.4252,124.0779,42.7191,9.4711,8.6582,0.1999,-96.0055,2.9242500000000007,0.2400,12.9172,2640690385.0000,2.3563,-145.4603,-0.1961,0.0201,123.9300,1
367,SPY,2011-12-20,122.1800,124.1400,120.3700,123.9300,224583759,0.0000,1.0000,104.4944,124.0021,52.2751,17.6824,35.4584,-0.8481,-46.0581,2.899700000000003,-1.0600,12.5725,2865274144.0000,2.4630,-56.0720,-0.0875,0.0128,124.1700,1
368,SPY,2011-12-21,123.9300,124.3600,122.7500,124.1700,193887149,0.0000,1.0000,104.6968,123.9450,52.8339,36.3939,65.0652,-0.6402,-42.7386,2.8731500000000096,-0.8000,12.1376,3059161293.0000,2.4021,-11.5846,0.0178,0.0093,125.2700,1
369,SPY,2011-12-22,124.6300,125.4000,124.2300,125.2700,119059500,0.0000,1.0000,105.6242,123.9743,55.4105,65.5169,96.0272,0.3284,-27.5242,2.8983499999999935,0.4100,11.3432,3178220793.0000,2.3184,44.1105,0.1878,0.0107,126.3900,1
370,SPY,2011-12-23,125.6700,126.4300,125.4100,126.3900,91800080,0.0000,1.0000,106.5686,123.9864,57.9304,86.2048,97.5221,0.1347,-12.0332,2.920199999999994,0.1700,11.0997,3270020873.0000,2.2356,95.9312,0.4082,0.0172,126.4900,1
371,SPY,2011-12-27,126.1700,126.8200,126.0600,126.4900,85494893,0.0000,1.0000,106.6529,124.0029,58.1578,96.9429,97.2793,0.1822,-10.6501,2.9501500000000007,0.2300,11.0557,3355515766.0000,2.1302,112.5921,0.5843,0.0270,124.8300,-1
372,SPY,2011-12-28,126.5100,126.5300,124.7300,124.8300,118365897,0.0000,1.0000,105.2532,123.8671,53.0337,92.1965,81.7881,-1.4993,-29.3078,2.752600000000001,-1.9000,10.2861,3237149869.0000,2.1066,69.1674,0.5831,0.0350,126.1200,1
373,SPY,2011-12-29,125.2400,126.2500,124.8600,126.1200,123033349,0.0000,1.0000,106.3409,124.0221,56.2590,84.0183,72.9874,1.7507,-10.3093,2.887450000000001,2.1700,9.5714,3360183218.0000,2.0576,78.7547,0.6784,0.0440,125.5000,-1
374,SPY,2011-12-30,126.0200,126.3300,125.5000,125.5000,95272998,0.0000,1.0000,105.8182,123.9829,54.3279,69.4719,53.6402,-0.4363,-19.4404,2.832650000000001,-0.5500,8.9534,3264910220.0000,1.9699,79.0609,0.6959,0.0519,127.5000,1
375,SPY,2012-01-03,127.7600,128.3800,127.4300,127.5000,193309527,0.0000,1.0000,107.5045,124.2179,59.1937,62.8432,61.9018,2.6487,-10.5389,3.1431499999999986,3.2900,9.4420,3458219747.0000,2.0349,133.1884,0.8613,0.0624,127.7000,1
376,SPY,2012-01-04,127.2000,127.8100,126.7100,127.7000,126705865,0.0000,1.0000,107.6732,124.5500,59.6565,60.0810,64.7008,3.7790,-8.1437,3.370600000000003,4.6500,9.4513,3584925612.0000,1.9681,100.9242,0.9969,0.0742,128.0400,1
377,SPY,2012-01-05,127.0100,128.2300,126.4300,128.0400,173388995,0.0000,1.0000,107.9598,125.0000,60.4773,69.7121,82.5337,5.1750,-4.0719,3.4049499999999995,6.3000,9.6708,3758314607.0000,1.9561,96.3727,1.1190,0.0869,127.7100,-1
378,SPY,2012-01-06,128.2000,128.2200,127.2900,127.7100,147337290,0.0000,1.0000,107.6816,125.3950,59.2180,76.6834,82.8156,4.5261,-8.0240,3.3384,5.5300,9.8747,3610977317.0000,1.8828,93.4796,1.1755,0.0986,128.0200,1
379,SPY,2012-01-09,128.0000,128.1800,127.4100,128.0200,99225199,0.0000,1.0000,107.9430,125.8543,60.0594,82.7404,82.8718,5.2883,-4.3114,3.0742000000000047,6.4300,10.0640,3710202516.0000,1.8033,92.0847,1.2312,0.1095,129.1300,1
380,SPY,2012-01-10,129.3900,129.6500,128.9500,129.1300,114679719,0.0000,1.0000,108.8789,126.4857,63.0025,82.1320,80.7085,7.3489,-5.6034,2.3027000000000086,8.8400,11.0202,3824882235.0000,1.7910,139.2886,1.3493,0.1211,129.2000,1
381,SPY,2012-01-11,128.7300,129.3700,128.5200,129.2000,111221979,0.0000,1.0000,108.9379,126.8621,63.1868,82.4617,83.8047,4.2524,-6.5217,2.262299999999996,5.2700,11.5742,3936104214.0000,1.7237,114.1569,1.4320,0.1325,129.5100,1
382,SPY,2012-01-12,129.5700,129.7000,128.5400,129.5100,119120347,0.0000,1.0000,109.1993,127.2436,64.0408,83.9480,87.3307,4.3006,-3.4735,2.1799999999999997,5.3400,12.2648,4055224561.0000,1.6835,113.5282,1.5053,0.1434,128.8400,-1
383,SPY,2012-01-13,128.6400,129.0500,127.7200,128.8400,179613047,0.0000,1.0000,108.6344,127.4986,60.7601,83.7770,80.1955,2.8498,-17.3038,2.0951499999999967,3.5700,12.2557,3875611514.0000,1.6911,68.1123,1.4920,0.1519,129.3400,1
384,SPY,2012-01-17,130.0800,130.3200,128.9000,129.3400,131927181,0.0000,1.0000,109.0560,127.7093,62.3117,79.9386,72.2898,2.3340,-17.5313,2.1534499999999994,2.9500,12.9458,4007538695.0000,1.6760,113.1568,1.5046,0.1589,130.7700,1
385,SPY,2012-01-18,129.3100,130.8400,129.0800,130.7700,162901737,0.0000,1.0000,110.2617,128.0150,66.4035,75.5517,74.1698,3.3837,-1.1457,2.3861500000000007,4.2800,13.8475,4170440432.0000,1.6820,130.4904,1.6113,0.1670,131.4600,1
386,SPY,2012-01-19,131.2200,131.5700,130.8000,131.4600,125972329,0.0000,1.0000,110.8435,128.4886,68.1976,77.3984,85.7357,5.3112,-1.6393,2.3379500000000064,6.6300,15.0360,4296412761.0000,1.6190,158.4560,1.7316,0.1762,131.9500,1
387,SPY,2012-01-20,131.2400,131.9500,130.9200,131.9500,138079453,0.0000,1.0000,111.2566,128.9050,69.4455,86.0684,98.2998,4.6226,-0.0000,2.4698000000000064,5.8300,16.3169,4434492214.0000,1.5769,151.2102,1.8452,0.1862,131.6100,-1
388,SPY,2012-01-23,131.5100,132.2500,130.9800,131.6100,129162435,0.0000,1.0000,110.9700,129.3414,67.4673,92.2383,92.6795,4.8685,-10.9966,2.2325000000000017,6.1100,17.6474,4305329779.0000,1.5550,134.4695,1.8861,0.1952,131.4600,-1
389,SPY,2012-01-24,130.8000,131.5000,130.6000,131.4600,102701099,0.0000,1.0000,110.8435,129.6243,66.5664,92.1013,85.3248,3.1059,-13.5739,2.231650000000002,3.9600,18.5104,4202628680.0000,1.5161,92.6361,1.8846,0.2022,132.5600,1
390,SPY,2012-01-25,131.2600,132.8700,130.7500,132.5600,198222535,0.0000,1.0000,111.7710,129.9714,69.7558,86.2590,80.7727,3.8058,-4.8137,2.3450500000000005,4.8600,19.9666,4400851215.0000,1.5592,114.1718,1.9498,0.2091,131.8800,-1
391,SPY,2012-01-26,133.1500,133.4000,131.3600,131.8800,184542356,0.0000,1.0000,111.1976,130.2457,65.5903,78.3810,69.0456,2.9991,-24.8773,2.3055999999999983,3.8400,21.5437,4216308859.0000,1.5936,103.9130,1.9244,0.2139,131.8200,-1
392,SPY,2012-01-27,131.2400,132.0500,131.1500,131.8200,135185159,0.0000,1.0000,111.1470,130.5393,65.2202,69.4538,58.5431,3.2182,-26.3773,2.1182000000000016,4.1100,22.7898,4081123700.0000,1.5440,67.2857,1.8777,0.2165,131.3700,-1
393,SPY,2012-01-30,130.5100,131.4400,130.0600,131.3700,146747212,0.0000,1.0000,110.7676,130.7786,62.3775,56.8082,42.8358,2.6168,-35.7394,1.8570999999999884,3.3500,22.8808,3934376488.0000,1.5594,21.3846,1.7839,0.2160,131.3200,-1
394,SPY,2012-01-31,132.0200,132.1800,130.6800,131.3200,157082268,0.0000,1.0000,110.7254,130.9350,62.0538,47.1838,40.1725,1.6960,-36.6197,1.7332499999999982,2.1900,23.3602,3777294220.0000,1.5552,41.4815,1.6860,0.2131,132.4700,1
395,SPY,2012-02-01,132.2900,133.1400,132.1300,132.4700,165757550,0.0000,1.0000,111.6951,131.1686,66.3751,44.2363,49.7006,2.5310,-16.3732,1.6662000000000035,3.2700,24.2696,3943051770.0000,1.5741,112.2290,1.6819,0.2102,132.6800,1
396,SPY,2012-02-02,132.7300,133.0200,132.2100,132.6800,112910085,0.0000,1.0000,111.8722,131.3950,67.1116,51.6183,64.9817,2.4477,-12.6761,1.6080999999999932,3.1700,25.1140,4055961855.0000,1.5195,111.3969,1.6763,0.2075,134.5400,1
397,SPY,2012-02-03,134.0000,134.6200,133.7700,134.5400,160517202,0.0000,1.0000,113.4405,131.8021,72.7955,66.6126,85.1554,4.4241,-1.3986,1.659400000000005,5.7000,26.5893,4216479057.0000,1.5496,224.4948,1.8011,0.2079,134.4500,-1
398,SPY,2012-02-06,133.9800,134.5100,133.8300,134.4500,107517511,0.0000,1.0000,113.3646,132.1671,72.1458,81.0452,92.9986,3.9508,-3.0686,1.6144000000000034,5.1100,27.9592,4108961546.0000,1.4896,174.1983,1.8712,0.2096,134.7900,1
399,SPY,2012-02-07,134.1700,135.0200,133.6400,134.7900,135265501,0.0000,1.0000,113.6512,132.4543,73.1218,91.1594,95.3241,3.0741,-4.6371,1.7924000000000007,4.0200,29.4367,4244227047.0000,1.4818,150.5875,1.9319,0.2122,135.1900,1
400,SPY,2012-02-08,134.8600,135.2200,134.3100,135.1900,138506870,0.0000,1.0000,113.9885,132.7207,74.2643,94.6332,95.5767,2.8374,-0.5814,2.0240500000000026,3.7300,30.8889,4382733917.0000,1.4409,140.1880,1.9894,0.2155,135.3600,1
401,SPY,2012-02-09,135.4100,135.5900,134.5600,135.3600,148313299,0.0000,1.0000,114.1319,132.9643,74.7555,94.6614,93.0833,2.5843,-4.1591,2.233249999999998,3.4100,32.3873,4531047216.0000,1.4116,121.3653,2.0253,0.2188,134.3600,-1
402,SPY,2012-02-10,134.1600,134.4700,133.8400,134.3600,167753903,0.0000,1.0000,113.2887,133.1607,66.6928,87.7902,74.7105,2.0895,-22.2423,2.2178499999999985,2.7500,32.9051,4363293313.0000,1.4193,60.9705,1.9506,0.2196,135.3600,1
403,SPY,2012-02-13,135.3200,135.5200,134.7400,135.3600,115201853,0.0000,1.0000,114.1319,133.4393,70.1588,79.6350,71.1111,2.9667,-4.1591,2.2486999999999995,3.9000,33.8700,4478495166.0000,1.4008,93.8466,1.9496,0.2200,135.1900,-1
404,SPY,2012-02-14,135.0000,135.2700,134.2500,135.1900,165300175,0.0000,1.0000,113.9885,133.6271,68.8472,71.0818,67.4237,1.9840,-7.2333,2.3120999999999867,2.6300,34.2073,4313194991.0000,1.3800,69.1263,1.9131,0.2192,134.5600,-1
405,SPY,2012-02-15,135.6300,135.8300,134.2900,134.5600,194497951,0.0000,1.0000,113.4573,133.8186,64.0670,68.5704,67.1763,2.0322,-22.0104,2.216399999999993,2.6800,34.7911,4118697040.0000,1.3915,61.3322,1.8124,0.2161,136.0500,1
406,SPY,2012-02-16,134.5700,136.1700,134.3300,136.0500,186193854,0.0000,1.0000,114.7136,134.1207,69.4666,67.9971,69.3912,3.2089,-1.9640,2.2057999999999964,4.2300,35.4928,4304890894.0000,1.4235,87.7820,1.8317,0.2138,136.4100,1
